Licence No,Licence Category,Trading As,Address,Suburb,Postcode,Postal Address,Postal Suburb,Postal Postcode,Council Name,Licensee,
31150882,BYO Permit,RINGWOOD CROQUET CLUB,JUBILEE PARK GARDINI AVENUE,RINGWOOD,3134,PO BOX 330 GARDINI AVENUE,RINGWOOD,3134,MAROONDAH CITY COUNCIL,RINGWOOD CROQUET CLUB INC,
31150905,BYO Permit,WINDERMERE TENNIS CLUB,WINDERMERE DRIVE,FERNTREE GULLY,3156,PO BOX 1108,MOUNTAIN GATE,3156,KNOX CITY COUNCIL,WINDERMERE TENNIS CLUB INC,
31150913,BYO Permit,BRIGHTON CROQUET CLUB,6 BLEAZBY AVENUE,BRIGHTON,3186,6 BLEAZBY AVENUE,BRIGHTON,3186,BAYSIDE CITY COUNCIL,BRIGHTON CROQUET CLUB INC,
31150921,BYO Permit,CAROLINE SPRINGS DOG CLUB,BROOKSIDE OVAL 1 PAVILLION CAROLINE SPRINGS BOULEVARD,CAROLINE SPRINGS,3023,PO BOX 3011 CAROLINE SPRINGS BOULEVARD,CAROLINE SPRINGS,3023,BRIMBANK CITY COUNCIL,CAROLINE SPRINGS DOG CLUB INC,
31150939,BYO Permit,IVANHOE PARK CROQUET CLUB,LOWER HEIDELBERG ROAD,IVANHOE,3079,P O BOX 2059,IVANHOE,3079,BANYULE CITY COUNCIL,IVANHOE PARK CROQUET CLUB INC,
31150963,BYO Permit,CRANBOURNE TENNIS CLUB,160 BERWICK-CRANBOURNE ROAD,CRANBOURNE,3977,P O BOX 314,CRANBOURNE,3977,CASEY CITY COUNCIL,CRANBOURNE TENNIS CLUB INC,
31150971,BYO Permit,CASEY TENNIS CENTRE,SWEENY RESERVE GOLF LINKS ROAD,NARRE WARREN,3805,PO BOX 142 GOLF LINKS ROAD,BERWICK,3806,CASEY CITY COUNCIL,NARRE WARREN TENNIS CLUB INC,
31151008,BYO Permit,URBAN CAMP MELBOURNE,BRENS DRIVE,PARKVILLE,3052,PO BOX 51,PARKVILLE,3052,MELBOURNE CITY COUNCIL,URBAN CAMP MELBOURNE CO-OPERATIVE LTD,
31151024,BYO Permit,FERNTREE GULLY TENNIS CLUB,CNR GLENFERN ROAD AND BURWOOD HIGHWAY,FERNTREE GULLY,3156,PO BOX 8004,FERNTREE GULLY,3156,KNOX CITY COUNCIL,FERNTREE GULLY TENNIS CLUB INC,
31151032,BYO Permit,ST MARY'S TENNIS CLUB (GREENSBOROUGH),7 YANDO ST,GREENSBOROUGH,3088,P.O. BOX 176,GREENSBOROUGH,3088,NILLUMBIK SHIRE COUNCIL,ST MARY'S TENNIS CLUB (GREENSBOROUGH) INC,
31151040,BYO Permit,STRATHMORE TENNIS CLUB,CORNER LOEMAN AND NAPIER STREETS,STRATHMORE,3041,IAN PARKES - TREASURER 15 MAGDALA AVENUE,STRATHMORE,3041,MOONEE VALLEY CITY COUNCIL,STRATHMORE TENNIS CLUB INC,
31151058,BYO Permit,CAMBERWELL PETANQUE CLUB,LYNDEN PARK 26A THROUGH ROAD,CAMBERWELL,3124,4/12 ROCHESTER STREET 26A THROUGH ROAD,KEW,3101,BOROONDARA CITY COUNCIL,CAMBERWELL PETANQUE CLUB INC,
31151066,BYO Permit,MORACK SENIORS GOLF CLUB,MORACK PUBLIC GOLF COURSE CNR MORACK & EAST ROADS,VERMONT,3133,MORACK PUBLIC GOLF COURSE CNR MORACK & EAST ROADS,VERMONT,3133,WHITEHORSE CITY COUNCIL,MORACK SENIORS GOLF CLUB INC,
31151113,BYO Permit,YAMALA PARK TENNIS CLUB,CNR BOWES STREET & ITHACA ROAD,FRANKSTON,3199,PO BOX 549,FRANKSTON,3199,FRANKSTON CITY COUNCIL,YAMALA PARK TENNIS CLUB INC,
31151139,BYO Permit,KNOX CHURCHES SPORTS ASSOCIATION,KNOX PARK FERNTREE GULLY ROAD,KNOXFIELD,3180,P O BOX 90 FERNTREE GULLY ROAD,BORONIA,3155,KNOX CITY COUNCIL,KNOX CHURCHES SPORTS ASSOCIATION INC.,
31151155,BYO Permit,BELGRAVE TENNIS CLUB,BORTHWICK PARK CORNER OF BENSON STREET AND BLAIR ROAD,BELGRAVE,3160,PO BOX 373 CORNER OF BENSON STREET AND BLAIR ROAD,BELGRAVE,3160,YARRA RANGES SHIRE COUNCIL,BELGRAVE TENNIS CLUB INC,
31151189,BYO Permit,BLUE DANUBE & ASSOCIATION OF SOUTHERN HUNGARIANS,185 CHAPEL ROAD,KEYSBOROUGH,3173,185 CHAPEL ROAD,KEYSBOROUGH,3173,GREATER DANDENONG CITY COUNCIL,BLUE DANUBE & ASSOCIATION OF SOUTHERN HUNGARIANS INC,
31151210,BYO Permit,BAYVIEW TENNIS CLUB,JORDAN RESERVE 313 HUNTINGDALE ROAD,CHADSTONE,3148,25 COOLABAH AVENUE 313 HUNTINGDALE ROAD,GLEN WAVERLEY,3150,MONASH CITY COUNCIL,BAYVIEW TENNIS CLUB (CHADSTONE) INC,
31151228,BYO Permit,MILL PARK TENNIS CLUB,280C GORDONS ROAD,SOUTH MORANG,3752,PO BOX 13,MILL PARK,3082,WHITTLESEA CITY COUNCIL,MILL PARK TENNIS CLUB INC,
31151244,BYO Permit,ST ANDREWS RECREATION CLUB,99 BASS MEADOWS BOULEVARD,ST ANDREWS BEACH,3941,99 BASS MEADOWS BOULEVARD,ST ANDREWS BEACH,3941,MORNINGTON PENINSULA SHIRE COUNCIL,ST ANDREWS RECREATION CLUB,
31200116,BYO Permit,CUPPA CHA,768 BURKE ROAD,CAMBERWELL,3124,768 BURKE ROAD,CAMBERWELL,3124,BOROONDARA CITY COUNCIL,JEFFREY KENNETH ROBERTS,
31200221,BYO Permit,LOONG PALACE,270 DONCASTER ROAD,BALWYN NORTH,3104,270 DONCASTER ROAD,BALWYN NORTH,3102,BOROONDARA CITY COUNCIL,JENNIFER WONG,
31200255,BYO Permit,NEW BRIGHTON CHINA,130 CHURCH STREET,BRIGHTON,3186,130 CHURCH ST,BRIGHTON,3186,BAYSIDE CITY COUNCIL,QING FENG INVESTMENT PTY LTD,
31200352,BYO Permit,DRAGON HOUSE RESTAURANT,110 LOWER PLENTY ROAD,ROSANNA,3084,110 LOWER PLENTY ROAD,ROSANNA,3084,BANYULE CITY COUNCIL,FU HSIUNG LEE,
31200784,BYO Permit,THAI SANG DUEN,75 STUD ROAD,BAYSWATER,3153,5 TENNYSON AVENUE,KILSYTH,3137,KNOX CITY COUNCIL,DRP TRADING PTY LTD,
31201138,BYO Permit,THE TASTY WOK,SHOP 2 1071 FRANKSTON/FLINDERS ROAD,SOMERVILLE,3912,SHOP 2 1071 FRANKSTON/FLINDERS ROAD,SOMERVILLE,3912,CASEY CITY COUNCIL,S & LP TRADING PTY LTD,
31201277,BYO Permit,PEKING INN CHINESE RESTAURANT,SHOPS 2 & 3 DALY PLACE,BUNDOORA,3083,SHOPS 2 & 3 DALY PLACE,BUNDOORA,3083,WHITTLESEA CITY COUNCIL,J & H DENG PTY LTD,
31201756,BYO Permit,EASTERN BELL CHINESE RESTAURANT,SUITE 2 399 BELMORE ROAD,BALWYN,3103,SUITE 2 399 BELMORE ROAD,BALWYN,3103,BOROONDARA CITY COUNCIL,WYNN PTY LTD,
31202477,BYO Permit,SILVER PALACE,SHOP 4 205 MAIN STREET,MORNINGTON,3931,SHOP 4 205 MAIN STREET,MORNINGTON,3931,MORNINGTON PENINSULA SHIRE COUNCIL,GEG CHE CHIA,
31203287,BYO Permit,GUMBUYA PARK,2705 PRINCES HIGHWAY,TYNONG,3813,2705 PRINCES HIGHWAY,TYNONG,3813,CARDINIA SHIRE COUNCIL,GERARD KEEGHAN,
31204128,BYO Permit,PEONY FLOWER INN,282 HUNTINGDALE RD,HUNTINGDALE,3166,282 HUNTINGDALE RD,HUNTINGDALE,3166,MONASH CITY COUNCIL,PENG HUANG,
31204178,BYO Permit,MELATI INDONESIAN RESTAURANT,629 CAMBERWELL RD,CAMBERWELL,3124,629 CAMBERWELL RD,CAMBERWELL,3124,BOROONDARA CITY COUNCIL,GAIK SING YONG,
31204267,BYO Permit,KUM LING RESTAURANT,74 O'SHANASSY ST,SUNBURY,3429,74 O'SHANASSY ST,SUNBURY,3429,HUME CITY COUNCIL,MING XIAN HUANG,
31204306,BYO Permit,PHO KHA TRAN RESTAURANT,690 MOUNTAIN HIGHWAY,BAYSWATER,3153,690 MOUNTAIN HIGHWAY,BAYSWATER,3153,KNOX CITY COUNCIL,VAN KHUON TRAN,
31204372,BYO Permit,TIEN LOONG,11-13 WRAY CRES,MT EVELYN,3796,11-13 WRAY CRES,MT EVELYN,3796,YARRA RANGES SHIRE COUNCIL,CHO KUAN (SIMON) YONG,
31204487,BYO Permit,VEGIE HUT VEGETARIAN RESTAURANT,984 WHITEHORSE ROAD,BOX HILL,3128,984 WHITEHORSE ROAD,BOX HILL,3128,WHITEHORSE CITY COUNCIL,SWEE HIEW,
31204550,BYO Permit,DOUBLE HAPPINESS RESTAURANT,69 PATTERSON ROAD,MOORABBIN,3189,69 PATTERSON ROAD,MOORABBIN,3189,KINGSTON CITY COUNCIL,HEE SANG TAN & MY HUONG TAN,
31204869,BYO Permit,SILVER DRAGON RESTAURANT,151 MCKINNON ROAD,MCKINNON,3204,151 MCKINNON ROAD,MCKINNON,3204,GLEN EIRA CITY COUNCIL,HON LAM WONG,
31205001,BYO Permit,,19 BUCKINGHAM AVE,SPRINGVALE,3171,19 BUCKINGHAM AVE,SPRINGVALE,3171,GREATER DANDENONG CITY COUNCIL,JENNY NGUYEN,
31206196,BYO Permit,ENDEAVOUR HILLS CHINESE REST RESTAURANT,SHOP 73 SHOPPING CENTRE HEATHERTON RD,ENDEAVOUR HILLS,3802,SHOP 73 ENDEAVOUR HILLS SHOPP CTRE,ENDEAVOUR HILLS,3802,CASEY CITY COUNCIL,HILLS PTY LTD,
31207964,BYO Permit,KIM CROWN THAI AND VIETNAMESE RESTAURANT,141 BULLEEN ROAD,NORTH BALWYN,3104,141 BULLEEN ROAD,NORTH BALWYN,3104,BOROONDARA CITY COUNCIL,BOCHI PTY LTD,
31208562,BYO Permit,MALAYSIAN GARDEN RESTAURANT,319 CLAYTON RD,CLAYTON,3168,SHOP 4 / 319 CLAYTON RD,CLAYTON,3168,MONASH CITY COUNCIL,IVAN SU MEI FU,
31208643,BYO Permit,WIN WIN CHINESE RESTAURANT,90 MCFADZEAN AVE,RESERVOIR,3073,90 MCFADZEAN AVE,RESERVOIR,3073,WHITTLESEA CITY COUNCIL,BAMEI JULIE SU,
31209055,BYO Permit,CRYSTAL GRILL CHINESE RESTAURANT,SHOP 1- LAKE VIEW S/C GLADESVILLE BOULEVARD,PATTERSON LAKES,3197,SHOP 1- LAKE VIEW SHOPPING CENTRE GLADESVILLE BLVD,PATTERSON LAKES,3197,KINGSTON CITY COUNCIL,HGW GROUP PTY LTD,
31209259,BYO Permit,ISSHIN JAPANESE HOUSE,208 MAIN ST,LILYDALE,3140,208 MAIN ST,LILYDALE,3140,YARRA RANGES SHIRE COUNCIL,CHOPSTICKS MAN PTY LTD,
31209267,BYO Permit,ARRABRI LODGE,WOODS POINT ROAD,WARBURTON EAST,3799,P O BOX 21,WARBURTON,3799,YARRA RANGES SHIRE COUNCIL,ANTHONY NORMAN MCINTOSH,
31209322,BYO Permit,THY THY RESTAURANT,142-144 VICTORIA ST (1ST FL),RICHMOND,3121,142-144 VICTORIA STREET,RICHMOND,3121,YARRA CITY COUNCIL,DANH NGOC THI HO & HIEP NGOC HO,
31209398,BYO Permit,CHUNG'S CUISINE,266-268 MARIBYRNONG RD,MOONEE PONDS,3039,41 FISHER COURT,WERRIBEE,3030,MOONEE VALLEY CITY COUNCIL,GAVIN CHUNG,
31209542,BYO Permit,LUCKY YU CHINESE RESTAURANT,138 SPRINGVALE ROAD,NUNAWADING,3131,138 SPRINGVALE ROAD,NUNAWADING,3131,WHITEHORSE CITY COUNCIL,EVA CHAW THAY YU,
31209762,BYO Permit,CELADON THAI CAFE,64 CAMBERWELL RD,HAWTHORN EAST,3123,64 CAMBERWELL RD,HAWTHORN EAST,3123,BOROONDARA CITY COUNCIL,BYEONG SEO GU,
31209843,BYO Permit,TAI WAH RESTAURANT,122 BALCOMBE ROAD,MENTONE,3194,122 BALCOMBE ROAD,MENTONE,3194,KINGSTON CITY COUNCIL,GRENADIER PEAK PTY LTD,
31210404,BYO Permit,DENNY'S INN,76 RENSHAW ST,DONCASTER EAST,3109,76 RENSHAW ST,DONCASTER EAST,3109,MANNINGHAM CITY COUNCIL,YAT HING PTY LTD,
31210763,BYO Permit,LILYDALE MOTOR INN,474 MAROONDAH HWY,LILYDALE,3140,474 MAROONDAH HWY,LILYDALE,3140,YARRA RANGES SHIRE COUNCIL,CANTE PTY LTD,
31211599,BYO Permit,BRIGHTON SAVOY MOTEL,150 THE ESPLANADE,BRIGHTON,3186,150 THE ESPLANADE,BRIGHTON,3186,BAYSIDE CITY COUNCIL,DES LEE,
31212163,BYO Permit,SUZIE WONG CHINESE RESTAURANT,SHOP 7/113C & 114 NEPEAN HWY,SEAFORD,3198,PO OX 424,CANTERBURY,3126,FRANKSTON CITY COUNCIL,LIHUA HUANG,
31212202,BYO Permit,GOOD FORTUNE CHINESE REST,75 HAMILTON ST,CRAIGIEBURN,3064,P.O. BOX 127,CRAIGIEBURN,3064,HUME CITY COUNCIL,CHUM TJIM TCHUM,
31212537,BYO Permit,FIRST TASTE,106 HOPKINS STREET,FOOTSCRAY,3011,106 HOPKINS ST,FOOTSCRAY,3011,MARIBYRNONG CITY COUNCIL,D.T.T. PTY LTD,
31213371,BYO Permit,GOLDEN EMPEROR CHINESE RESTAURANT,103D EVANS STREET,SUNBURY,3429,103D EVANS STREET,SUNBURY,3429,HUME CITY COUNCIL,CHEDU AUSTRALIA PTY LTD,
31213672,BYO Permit,TONG LOK CHINESE RESTAURANT,260 HIGH STREET,ASHBURTON,3147,260 HIGH STREET,ASHBURTON,3147,BOROONDARA CITY COUNCIL,JIAN GANG YANG,
31214181,BYO Permit,LIN YICK CHINESE RESTAURANT,90A O'SHANASSY ST,SUNBURY,3429,90A O'SHANASSY ST,SUNBURY,3429,HUME CITY COUNCIL,PEI XIN CHEN,
31214254,BYO Permit,MING COURT,SHOPS 2 & 3 471 PRINCES HIGHWAY,NARRE WARREN,3805,SHOPS 2 & 3 471 PRINCES HIGHWAY,NARRE WARREN,3805,CASEY CITY COUNCIL,KIET MENH & THI ANN TANG,
31214424,BYO Permit,TEA & RICE RESTAURANT,555A NORTH ROAD,ORMOND,3204,555A NORTH ROAD,ORMOND,3204,GLEN EIRA CITY COUNCIL,CHI NG,
31215064,BYO Permit,LANTERN GARDEN RESTAURANT,608 STATION STREET,BOX HILL,3128,29 LARCH CRESCENT,MOUNT WAVERLEY,3149,WHITEHORSE CITY COUNCIL,JING TENG,
31215145,BYO Permit,EMPEROR PALACE RESTAURANT,245 BEACH STREET,FRANKSTON EAST,3199,245 BEACH ST,FRANKSTON,3199,FRANKSTON CITY COUNCIL,HONOR FOREVER CO PTY LTD,
31215373,BYO Permit,DUMPLINGS & MORE,96 HOPKINS STREET,FOOTSCRAY,3011,96 HOPKINS STREET,FOOTSCRAY,3011,MARIBYRNONG CITY COUNCIL,RUI DONG,
31217935,BYO Permit,WONG'S CHINESE RESTAURANT,106 BORONIA ROAD,BORONIA,3155,106 BORONIA ROAD,BORONIA,3155,KNOX CITY COUNCIL,SASSSI COUTTS PTY LTD,
31218761,BYO Permit,MING WAH RESTAURANT,377 HIGH STREET,MELTON,3337,377 HIGH STREET,MELTON,3337,MELTON SHIRE COUNCIL,PATRICK SHU,
31219589,BYO Permit,LAO TUO JIA,19 GLENFERRIE ROAD,MALVERN,3144,19 GLENFERRIE ROAD,MALVERN,3144,STONNINGTON CITY COUNCIL,XIAO YANG TUO,
31219709,BYO Permit,COLOMBO PIZZA HOUSE & RESTAURANT,246-250 WHITEHORSE ROAD,BALWYN,3103,PO BOX 205,BALWYN,3103,BOROONDARA CITY COUNCIL,R A S N G W & F KURBAN,
31220336,BYO Permit,SOOK SABAI THAI RESTAURANT,84 STATION STREET,SANDRINGHAM,3191,84 STATION STREET,SANDRINGHAM,3191,BAYSIDE CITY COUNCIL,KANITTHA ANUPONGONGART,
31220417,BYO Permit,NEW NYONYA HUT,240 BLACKBURN ROAD,SYNDAL,3149,240 BLACKBURN ROAD,SYNDAL,3149,MONASH CITY COUNCIL,NEW NYONYA HUT PTY LTD,
31220556,BYO Permit,THE ORIENT CHINESE RESTAURANT,829 GLENHUNTLY ROAD,CAULFIELD,3162,829 GLENHUNTLY ROAD,CAULFIELD,3162,GLEN EIRA CITY COUNCIL,MARSHALL YUNG,
31221340,BYO Permit,BAMBOO CHOPSTICK RESTAURANT,10 MITCHELL STREET,DONCASTER EAST,3109,10 MITCHELL STREET,DONCASTER EAST,3109,MANNINGHAM CITY COUNCIL,JIE RONG ZHANG,
31221837,BYO Permit,JADE VALLEY RESTAURANT,SHOP 9 1647 BURWOOD HIGHWAY,BELGRAVE,3160,13 BROADWATER DRIVE 1647 BURWOOD HIGHWAY,WATERWAYS,3195,YARRA RANGES SHIRE COUNCIL,LY HUYNH,
31222621,BYO Permit,DRAGON PHOENIX RESTAURANT,1370 TOORAK RD,BURWOOD,3125,1370 TOORAK RD,BURWOOD,3125,WHITEHORSE CITY COUNCIL,PENGXIN AUSTRALIA PTY LTD,
31223211,BYO Permit,THAI CURRY CAFE,1161 TOORAK ROAD,HARTWELL,3124,1161 TOORAK ROAD,HARTWELL,3124,BOROONDARA CITY COUNCIL,THAI CURRY CAFE PTY LTD,
31223318,BYO Permit,SAIGON VIETNAMESE RESTAURANT,1226 TOORAK ROAD,CAMBERWELL,3124,1226 TOORAK ROAD,CAMBERWELL,3124,BOROONDARA CITY COUNCIL,VINH VAN TRAN,
31224089,BYO Permit,BAYSIDE PIZZA RESTAURANT,273 NEPEAN HIGHWAY,EDITHVALE,3196,273 NEPEAN HIGHWAY,EDITHVALE,3196,KINGSTON CITY COUNCIL,JOHN MUNAFO,
31224437,BYO Permit,FORTUNE PALACE,1 THE MALL,CROYDON SOUTH,3136,1 THE MALL,CROYDON SOUTH,3136,MAROONDAH CITY COUNCIL,WAH YING CHOY,
31224550,BYO Permit,DICEY'S PIZZA,714 SYDNEY ROAD,BRUNSWICK,3056,714 SYDNEY ROAD,BRUNSWICK,3056,MORELAND CITY COUNCIL,NORMA AWAD,
31225035,BYO Permit,YUMMY PALACE RESTAURANT,156 UNION ROAD,ASCOT VALE,3032,156 UNION ROAD,ASCOT VALE,3032,MOONEE VALLEY CITY COUNCIL,WEIXINJU PTY LTD,
31225530,BYO Permit,JIMMY LEE DIAMOND RESTAURANT,122 BURGUNDY ST,HEIDELBERG,3084,122 BURGUNDY ST,HEIDELBERG,3084,BANYULE CITY COUNCIL,JIMMY LEE,
31225784,BYO Permit,KINGS JADE B.B.Q. RESTAURANT,9 VILLAGE AVENUE,DONCASTER,3108,9 VILLAGE AVENUE,DONCASTER,3108,MANNINGHAM CITY COUNCIL,GOLD KINGS JADE PTY LTD,
31225823,BYO Permit,BEIJING HOUSE,SHOP 13 DIAMOND CREEK PLAZA MAIN ROAD,DIAMOND CREEK,3089,SHOP 13- DIAMOND CREEK PLAZA MAIN ROAD,DIAMOND CREEK,3089,NILLUMBIK SHIRE COUNCIL,MIANYU TANG,
31226316,BYO Permit,YOUNG'S HONG KONG CAFE,738 MT ALEXANDER ROAD,MOONEE PONDS,3039,738 MT ALEXANDER ROAD,MOONEE PONDS,3039,MOONEE VALLEY CITY COUNCIL,MING YOUNG,
31226358,BYO Permit,DIAMOND COURT CHINESE RESTAURANT,52 HURSTBRIDGE ROAD,DIAMOND CREEK,3089,52 HURSTBRIDGE ROAD,DIAMOND CREEK,3089,NILLUMBIK SHIRE COUNCIL,HUAN YING LIU,
31226667,BYO Permit,TIN HOI RESTAURANT,191B MELROSE DRIVE,TULLAMARINE,3043,191B MELROSE DRIVE,TULLAMARINE,3043,HUME CITY COUNCIL,CHEN JIAN NONG & CHEN MEI NONG,
31226730,BYO Permit,LE HOANG ASPENDALE,145 NEPEAN HIGHWAY,ASPENDALE,3195,145 NEPEAN HIGHWAY,ASPENDALE,3195,KINGSTON CITY COUNCIL,MINH TO TANG,
31227574,BYO Permit,NAM LOONG RESTAURANT,223 RUSSELL ST,MELBOURNE,3000,223 RUSSELL ST,MELBOURNE,3000,MELBOURNE CITY COUNCIL,SUI WAN CHAN,
31228033,BYO Permit,NATHAN CHINESE RESTAURANT,14C STATION ST,BAYSWATER,3153,14C STATION ST,BAYSWATER,3153,KNOX CITY COUNCIL,YUET YIU CHAN & YOK SUN CHAN,
31228075,BYO Permit,MT VICTORIA MOTEL,18-20 PARK ROAD,WARBURTON,3799,18-20 PARK ROAD,WARBURTON,3799,YARRA RANGES SHIRE COUNCIL,SOIREE HOLDINGS P/L,
31228237,BYO Permit,CHOW GARDEN CHINESE RESTAURANT& TAKE AWAY MEALS,SHOP 5 & 6 66 COULSTOCK STREET,EPPING,3076,SHOP 5 & 6 66 COULSTOCK STREET,EPPING,3076,WHITTLESEA CITY COUNCIL,PATRICK CHOW,
31228431,BYO Permit,NOBLE PALACE RESTAURANT,83 WHEATSHEAF ROAD,GLENROY,3046,83 WHEATSHEAF RD,GLENROY,3046,HUME CITY COUNCIL,NOBLE PALACE PTY LTD,
31228855,BYO Permit,DAO VIEW 2,34-36 ELLEN STREET,SPRINGVALE,3171,34-36 ELLEN ST,SPRINGVALE,3171,GREATER DANDENONG CITY COUNCIL,THI THE PHAM,
31229306,BYO Permit,CAULFIELD CHINESE RESTAURANT,11-12 SIR JOHN MONASH DRIVE,CAULFIELD EAST,3145,11-12 SIR JOHN MONASH DRIVE,CAULFIELD EAST,3145,STONNINGTON CITY COUNCIL,AUSTRALIA JINJING TRADING PTY LTD,
31229364,BYO Permit,LOI ENG RESTAURANT,113 STATION STREET,FERNTREE GULLY,3156,113 STATION ST,FERNTREE GULLY,3156,KNOX CITY COUNCIL,BEN PHAN,
31230747,BYO Permit,YANG YANG NOODLE & DUMPLING,131 CANTERBURY ROAD,HEATHMONT,3135,131 CANTERBURY ROAD,HEATHMONT,3135,MAROONDAH CITY COUNCIL,YANG YANG ENTERPRISE PTY LTD,
31230852,BYO Permit,DANDENONG MOTEL,147 PRINCES HIGHWAY,DANDENONG,3175,147 PRINCES HIGHWAY,DANDENONG,3175,GREATER DANDENONG CITY COUNCIL,CILAN AUSTRALIA PTY LTD,
31230983,BYO Permit,ALASYA RESTAURANT,555 SYDNEY ROAD,BRUNSWICK,3056,555-559 SYDNEY RD,BRUNSWICK,3056,MORELAND CITY COUNCIL,CEMAL BEKIR,
31231010,BYO Permit,LITTLE HOUSE CHINESE & MALAYSIAN RESTAURANT,SHOP 13 KERRI STREET,BUNDOORA,3083,172 NORTHERN ROAD KERRI STREET,HEIDELBERG HEIGHTS,3081,WHITTLESEA CITY COUNCIL,JIAN XIN WANG,
31231060,BYO Permit,LOUIS PIZZA,277 WATTLETREE RD,MALVERN EAST,3144,277 WATTLETREE RD,MALVERN EAST,3144,STONNINGTON CITY COUNCIL,MAYA KHOWEISS,
31231078,BYO Permit,,97 ATHERTON RD,OAKLEIGH,3166,97 ATHERTON RD,OAKLEIGH,3166,MONASH CITY COUNCIL,HAMIT KUERBAN,
31231298,BYO Permit,HAPPY PHOENIX RESTAURANT,364 MALVERN ROAD,PRAHRAN,3181,364 MALVERN ROAD,PRAHRAN,3181,STONNINGTON CITY COUNCIL,YUAN LIN,
31231751,BYO Permit,SKYDRAGON RESTAURANT,260 HIGH STREET,MELTON,3337,260 HIGH STREET,MELTON,3337,MELTON SHIRE COUNCIL,JACINTA ROSA CHAM,
31231840,BYO Permit,SUN & MEI CHINESE & THAI RESTAURANT,179 MAIN STREET,MORNINGTON,3931,179 MAIN STREET,MORNINGTON,3931,MORNINGTON PENINSULA SHIRE COUNCIL,BING XIN CAO,
31231963,BYO Permit,MEI MEI CHINESE RESTAURANT,SHOP 5 459 KEILOR ROAD,NIDDRIE,3042,SHOP 5 459 KEILOR RD,NIDDRIE,3042,MOONEE VALLEY CITY COUNCIL,YAO WEI CHEN,
31232082,BYO Permit,SEVEN STARS RESTAURANT,623 CENTRE ROAD,BENTLEIGH EAST,3165,623 CENTRE ROAD,BENTLEIGH EAST,3165,GLEN EIRA CITY COUNCIL,ANNIE KWONG,
31233389,BYO Permit,HUANG'S DRAGON KING CHINESE RESTAURANT,1-3 CHEVIOT RD,CAMPBELLFIELD,3061,6 BAY MEADOWS GREEN,CRAIGIEBURN,3064,HUME CITY COUNCIL,XIMA AUSTRALIA PTY LTD,
31233460,BYO Permit,CHEN YUEN RESTAURANT,507 WARRIGAL ROAD,ASHWOOD,3147,507 WARRIGAL ROAD,ASHWOOD,3147,BOROONDARA CITY COUNCIL,FU LIU CHEN,
31233680,BYO Permit,JIM'S TAVERN,32 JOHNSTON STREET,COLLINGWOOD,3066,32 JOHNSTON STREET,COLLINGWOOD,3066,YARRA CITY COUNCIL,JIMS ENTERPRISES (VIC) PTY LTD,
31233800,BYO Permit,CHU QUY VIETNAMESE CUISINE,81A MAY ROAD,LALOR,3075,81A MAY ROAD,LALOR,3075,WHITTLESEA CITY COUNCIL,PHAT TAN TRUONG,
31233892,BYO Permit,MOUNTAIN GATE CHINESE RESTAURANT,19 THE CRUISEWAY,FERNTREE GULLY,3156,19 THE CRUISEWAY,FERNTREE GULLY,3156,KNOX CITY COUNCIL,ALLAN TONG,
31234000,BYO Permit,BELGRAVE PIZZA HOUSE,19-21 BAYVIEW RD,BELGRAVE,3160,19-21 BAYVIEW RD,BELGRAVE,3160,YARRA RANGES SHIRE COUNCIL,ROBERT WUTTKE,
31234220,BYO Permit,MIRAMA CHINESE RESTAURANT,55 HIGH STREET,CRANBOURNE,3977,55 HIGH STREET,CRANBOURNE,3977,CASEY CITY COUNCIL,TONY SIN,
31234296,BYO Permit,GOLDEN PEACOCK CHINESE REST,SHOP 6 OUTLOOK DRIVE,DANDENONG NORTH,3175,SHOP 6 OUTLOOK DVE,DANDENONG NORTH,3175,GREATER DANDENONG CITY COUNCIL,ALBERT YUEN,
31236094,BYO Permit,GINGER GARLIC,SHOP 9 9 DUDLEY STREET,ELTHAM,3095,SHOP 9 9 DUDLEY STREET,ELTHAM,3095,NILLUMBIK SHIRE COUNCIL,ASHOK SIKAND,
31237090,BYO Permit,WIN HO RESTAURANT,89 STATION ST,SANDRINGHAM,3191,89 STATION ST,SANDRINGHAM,3191,BAYSIDE CITY COUNCIL,HUE KHA,
31237375,BYO Permit,HOIT YIM CHINESE RESTAURANT,152 STATION STREET,FAIRFIELD,3078,152 STATION STREET,FAIRFIELD,3078,DAREBIN CITY COUNCIL,BAO CHANG PTY LTD,
31237820,BYO Permit,STEFANO'S PIZZERIA,46 WINGARA AVE,KEILOR EAST,3036,46 WINGARA AVE,KEILOR EAST,3036,BRIMBANK CITY COUNCIL,SANTO VRACA,
31237935,BYO Permit,PEARL GARDEN,36 MAIN ST,UPWEY,3158,36 MAIN STREET,UPWEY,3138,YARRA RANGES SHIRE COUNCIL,ANDY TAM,
31238070,BYO Permit,PHOENIX CITY CHINESE RESTAURANT,SHOP 9 & 10 MILL PK SHOPPING CENTRE CNR CHILDS RD & RED LEAP AVE,MILL PARK,3082,SHOP 9- 314-316 CHILDS ROAD CNR CHILDS RD & RED LEAP AVE,MILL PARK,3082,WHITTLESEA CITY COUNCIL,BRUCE PHOENIX CITY PTY LTD,
31238965,BYO Permit,GOLDEN SWAN CHINESE RESTAURANT,96 DOVETON AVENUE,DOVETON,3177,96 DOVETON AVENUE,DOVETON,3177,CASEY CITY COUNCIL,NGHIA HUYNH TRUONG,
