Licence No,Licence Category,Trading As,Address,Suburb,Postcode,Postal Address,Postal Suburb,Postal Postcode,Council Name,Licensee,
31203774,BYO Permit,SALE'S RAINBOW RESTAURANT,SHOP 4 389 RAYMOND STREET,SALE,3850,SHOP 4 389 RAYMOND STREET,SALE,3850,WELLINGTON SHIRE COUNCIL,THAI VAN HUA,
31204348,BYO Permit,FOON LOK CHINESE RESTAURANT,6 GEORGE STREET,MORWELL,3840,6 GEORGE STREET,MORWELL,3840,LATROBE CITY COUNCIL,MOON TONG HUNG PTY LTD,
31205629,BYO Permit,CANTON CITY CHINESE RESTAURANT,59A VICTORIA STREET,WARRAGUL,3820,255 SUTTON ST,WARRAGUL,3820,BAW BAW SHIRE COUNCIL,SHARON KHOO,
31211248,BYO Permit,DOWNTOWN MOTEL WARRNAMBOOL,620-628 RAGLAN PDE,WARRNAMBOOL,3280,620-628 RAGLAN PDE,WARRNAMBOOL,3280,WARRNAMBOOL CITY COUNCIL,ANTHONY THOMAS PURCELL,
31213046,BYO Permit,KWONG LING CHINESE RESTAURANT,14 VICTORIA STREET,KERANG,3579,14 VICTORIA STREET,KERANG,3579,GANNAWARRA SHIRE COUNCIL,HUYNH TRAN NHU,
31223643,BYO Permit,THISTLEDOME MOTEL,CALDER HIGHWAY,SEA LAKE,3533,CALDER HIGHWAY,SEA LAKE,3533,BULOKE SHIRE COUNCIL,NARELLE BARWICK,
31225564,BYO Permit,PRINCESS OF MING CHINESE RESTAURANT,227 CAMPBELL STREET,SWAN HILL,3585,8 MAKEPEACE STREET,SWAN HILL,3585,SWAN HILL RURAL CITY COUNCIL,ERQUN DENG,
31226170,BYO Permit,PINO'S PIZZA HOUSE,8 JULIA STREET,PORTLAND,3305,8 JULIA STREET,PORTLAND,3305,GLENELG SHIRE COUNCIL,BRYAN GULL,
31226617,BYO Permit,GREAT CHINA INN MOE,35 LLOYD STREET,MOE,3825,35 LLOYD STREET,MOE,3825,LATROBE CITY COUNCIL,VINH TANG,
31228415,BYO Permit,CAROLINES COLONIAL RESTAURANT,CNR BUCKNALL AND POWLETT STREETS,CARISBROOK,3464,P O BOX 37 STREETS,CARISBROOK,3464,CENTRAL GOLDFIELDS SHIRE COUNCIL,MICHAEL PETER TURTON,
31229738,BYO Permit,KOON WAH RESTAURANT,22 FAITHFUL ST.,WANGARATTA,3677,22 FAITHFUL ST,WANGARATTA,3677,WANGARATTA RURAL CITY COUNCIL,RONLEY YUN CHEUNG WONG,
31237773,BYO Permit,CAMPERDOWN ROADHOUSE,319 MANIFOLD STREET,CAMPERDOWN,3260,319 MANIFOLD STREET,CAMPERDOWN,3260,CORANGAMITE SHIRE COUNCIL,OLGA- RICKIE & JENNIFER FROST,
31237812,BYO Permit,COACH LAMP MOTEL,PRINCES HIGHWAY,ROSEDALE,3847,PRINCES HIGHWAY,ROSEDALE,3847,WELLINGTON SHIRE COUNCIL,KERRY ANNE VAN EKEREN,
31239628,BYO Permit,ARARAT COLONIAL LODGE,6 INGOR STREET,ARARAT,3377,6 INGOR STREET,ARARAT,3377,ARARAT RURAL CITY COUNCIL,CARMELL VIC PTY LTD,
31241471,BYO Permit,DRAGONGATE CHINESE RESTAURANT,CNR THOMAS & ARUNDAL STS,BENALLA,3672,CNR THOMAS & ARUNDAL STS,BENALLA,3672,BENALLA RURAL CITY COUNCIL,WAYNE PON,
31241633,BYO Permit,GOLDEN CHOPSTICKS CHINESE RESTAURANT,108 GAVIN STREET,BRIGHT,3741,108 GAVIN STREET,BRIGHT,3741,ALPINE SHIRE COUNCIL,YAPPKEBA PTY LTD,
31242998,BYO Permit,COURT-LANTERN,133-135 THOMPSON STREET,HAMILTON,3300,133-135 THOMPSON STREET,HAMILTON,3300,SOUTHERN GRAMPIANS SHIRE COUNCIL,WILLTONE PTY LTD,
31244429,BYO Permit,LEE CORNER CHINESE RESTAURANT,165 HIGH STREET,WODONGA,3690,165 HIGH STREET,WODONGA,3690,WODONGA CITY COUNCIL,CINDY SIN-YI SITU,
31245904,BYO Permit,CHINESE CHOP STICKS,115 JOHNSON STREET,MAFFRA,3660,115 JOHNSON STREET,MAFFRA,3660,MITCHELL SHIRE COUNCIL,H GIA HUN,
31246138,BYO Permit,EMPRESS KING GARDEN,160 SCOTT STREET,WARRACKNABEAL,3393,160 SCOTT STREET,WARRACKNABEAL,3393,YARRIAMBIACK SHIRE COUNCIL,CHEE MENG CHOONG,
31246324,BYO Permit,YARRAWONGA CHINESE RESTAURANT,126 BELMORE STREET,YARRAWONGA,3730,126 BELMORE STREET,YARRAWONGA,3730,MOIRA SHIRE COUNCIL,KAREN PIK FUNG CHAN,
31247752,BYO Permit,CHUI YUAN RESTAURANT (DRYSDALE),SHOP 5 26-28 HIGH STREET,DRYSDALE,3222,SHOP 5 26-28 HIGH STREET,DRYSDALE,3222,GREATER GEELONG CITY COUNCIL,BIFENG LIN,
31248017,BYO Permit,DERBY HILL BLUE LIGHT YOUTH CAMP INC,PHOENIX STREET,MALDON,3463,P O BOX 127,MALDON,3463,MOUNT ALEXANDER SHIRE COUNCIL,VICTORIAN TOURISM COMMISSION,
31250802,BYO Permit,GOLDEN VALLEY CHINESE RESTAURANT,SHOP 29 BACCHUS MARSH SHOPPING CENTRE,BACCHUS MARSH,3340,SHOP 29- BACCHUS MARSH SHOPPING CENTRE- MAIN STREET,BACCHUS MARSH,3340,MOORABOOL SHIRE COUNCIL,GARY CM MOK & IRENE CH MOK,
31251387,BYO Permit,YONG CHOON CHINESE RESTAURANT AND TAKE-AWAY,57 LLOYD STREET,MOE,3825,57 LLOYD STREET,MOE,3825,LATROBE CITY COUNCIL,G & M SUNRISE PTY LTD,
31251507,BYO Permit,STAWELL'S NEW HONG KONG,96 GOLD REEF MALL,STAWELL,3380,96 GOLD REEF MALL,STAWELL,3380,NORTHERN GRAMPIANS SHIRE COUNCIL,CHIN NAH LEONG,
31251581,BYO Permit,WING SHEONG CHINESE RESTAURANT,SHOP 2 117A MARINE PARADE,SAN REMO,3925,SHOP 2 117A MARINE PARADE,SAN REMO,3925,BASS COAST SHIRE COUNCIL,HAO CHENG LOU PTY LTD,
31251638,BYO Permit,LUCKY DRAGON CHINESE RESTAURANT,256 COMMERCIAL ROAD,YARRAM,3971,256 COMMERCIAL ROAD,YARRAM,3971,WELLINGTON SHIRE COUNCIL,LUCKY DRAGON FAMILY PTY LTD,
31251743,BYO Permit,TOORA CHINESE RESTAURANT AND TAKEAWAY,57 STANLEY STREET,TOORA,3962,57 STANLEY STREET,TOORA,3962,SOUTH GIPPSLAND SHIRE COUNCIL,MARIO & MADONNA ILAYA,
31251890,BYO Permit,FORTUNE GARDEN RESTAURANT,20 REGENT STREET,BELMONT,3216,20 REGENT STREET,BELMONT,3216,GREATER GEELONG CITY COUNCIL,JINPEI ZHENG,
31251997,BYO Permit,CARLO N PIZZA & PASTA BAR,107 MYRTLE STREET,MYRTLEFORD,3737,PO BOX 664,MYRTLEFORD,3737,ALPINE SHIRE COUNCIL,MICHELLE HELEN HUNT,
31252448,BYO Permit,THAM DYNASTY CHINESE RESTAURANT,17A THE ESPLANADE,PAYNESVILLE,3880,17A THE ESPLANADE,PAYNESVILLE,3880,EAST GIPPSLAND SHIRE COUNCIL,THAM DYNASTY PTY LTD,
31252862,BYO Permit,DRAGON STAR CHINESE TAKEAWAY,42 TEMPLE STREET,HEYFIELD,3858,42 TEMPLE STREET,HEYFIELD,3858,WELLINGTON SHIRE COUNCIL,CUN HUA CHEN,
31253012,BYO Permit,GOLDEN DRAGON MUSEUM,5-11 BRIDGE STREET,BENDIGO,3550,5-11 BRIDGE STREET,BENDIGO,3550,GREATER BENDIGO CITY COUNCIL,BENDIGO CHINESE ASSOC MUSEUM INC,
31253208,BYO Permit,DRAGON PALACE,121B PERCY STREET,PORTLAND,3305,121B PERCY STREET,PORTLAND,3305,GLENELG SHIRE COUNCIL,KUET YIN HO,
31253648,BYO Permit,TATURA GOLDEN WHEEL CHINESE RESTAURANT,203 HOGAN STREET,TATURA,3616,203 HOGAN STREET,TATURA,3616,GREATER SHEPPARTON CITY COUNCIL,AH KOW LIEW,
31253884,BYO Permit,JASMINE THAI RESTAURANT,213 STURT STREET,BALLARAT,3350,213 STURT STREET,BALLARAT,3350,BALLARAT CITY COUNCIL,KIM BROWN,
31255658,BYO Permit,SANDBAH CAFE,21 GILBERT STREET,TORQUAY,3228,21 GILBERT STREET,TORQUAY,3228,SURF COAST SHIRE COUNCIL,DAVID JOHN HOSKING,
31255682,BYO Permit,MYRTLEFORD CHINESE RESTAURANT,SHOP 1 146 MYRTLE STREET,MYRTLEFORD,3737,SHOP 1 146 MYRTLE STREET,MYRTLEFORD,3737,ALPINE SHIRE COUNCIL,TRO LONG LAO,
31256793,BYO Permit,NATURAL GARDEN RESTAURANT,24 CONTINGENT STREET,TRAFALGAR,3824,24 CONTINGENT STREET,TRAFALGAR,3824,BAW BAW SHIRE COUNCIL,JENNY KWAI FONG LEE,
31257032,BYO Permit,KOHINOOR TANDOORI INDIAN RESTAURANT,137 MALOP STREET,GEELONG,3220,137 MALOP STREET,GEELONG,3220,GREATER GEELONG CITY COUNCIL,FARZAND ALI,
31258193,BYO Permit,YING GING RESTAURANT,17 HIGH STREET,MANSFIELD,3722,17 HIGH STREET,MANSFIELD,3722,MANSFIELD SHIRE COUNCIL,JENNIFER MO,
31259505,BYO Permit,YEA CHINESE RESTAURANT,32 HIGH STREET,YEA,3717,P O BOX 128,YEA,3717,MURRINDINDI SHIRE COUNCIL,AMY LUMIN CHEN,
31260522,BYO Permit,BERRYMAN'S TEA ROOMS,30 MAIN STREET,MALDON,3463,30 MAIN STREET,MALDON,3463,MOUNT ALEXANDER SHIRE COUNCIL,MALDON TREE CHANGE PTY LTD,
31260881,BYO Permit,MIRBOO NORTH PIZZERIA,SHOP 3 92 RIDGWAY,MIRBOO NORTH,3871,SHOP 3 92 RIDGWAY,MIRBOO NORTH,3871,BAW BAW SHIRE COUNCIL,NIRMALAN SKANDAKUMAR SOMASUNDARAM,
31261073,BYO Permit,MEI SIN RESTAURANT,121 ALLAN STREET,KYABRAM,3620,121 ALLAN STREET,KYABRAM,3620,CAMPASPE SHIRE COUNCIL,HELEN JIAN HAO LEE,
31261772,BYO Permit,GISBORNE CHINESE RESTAURANT,SHOP 1 29 HAMILTON STREET,GISBORNE,3437,SHOP 1 29 HAMILTON STREET,GISBORNE,3437,MACEDON RANGES SHIRE COUNCIL,HIEN IN CHUNG,
31262207,BYO Permit,RAGLAN PIZZA RESTAURANT,221-223 RAGLAN STREET,SALE,3850,221-223 RAGLAN STREET,SALE,3850,WELLINGTON SHIRE COUNCIL,DAVID SIMON ROY WESTLAND,
31262362,BYO Permit,WINCHELSEA SHIRE HALL TEA ROOMS,28 HESSE STREET,WINCHELSEA,3241,28 HESSE STREET,WINCHELSEA,3241,SURF COAST SHIRE COUNCIL,PHILOMENA ANNE CARNEY,
31262469,BYO Permit,MICHAELS GOLDEN HEN,50-54 GEORGE STREET,MOE,3825,50-54 GEORGE STREET,MOE,3825,LATROBE CITY COUNCIL,E & M GOTIS PTY LTD,
31262532,BYO Permit,ROBINVALE CHINESE RESTAURANT,142-144 BROMLEY ROAD,ROBINVALE,3549,142-144 BROMLEY ROAD,ROBINVALE,3549,SWAN HILL RURAL CITY COUNCIL,GUO WU HUANG,
31263295,BYO Permit,COUNTRY GARDEN CHINESE RESTAURANT,86 MAIN STREET,ROMSEY,3434,60 MCINTYRE ROAD,NORTH SUNSHINE,3020,MACEDON RANGES SHIRE COUNCIL,MING HENG SU,
31263350,BYO Permit,AUSTRALIAN ALPINE CLUB,CNR BIG MUSTER DRIVE & HALTER LANE,DINNER PLAIN,3898,C/- MRS H M GREGSON 4 HIGH STREET,MONT ALBERT,3127,ALPINE SHIRE COUNCIL,AUSTRALIAN ALPINE CLUB DINNER PLAIN CO-OPERATIVE LTD,
31264005,BYO Permit,PORTARLINGTON CHINESE RESTAURANT,20 NEWCOMBE STREET,PORTARLINGTON,3223,20 NEWCOMBE STREET,PORTARLINGTON,3223,GREATER GEELONG CITY COUNCIL,JUN MIN WENG,
31264047,BYO Permit,VENUS BAY COMMUNITY CENTRE,27 CANTERBURY ROAD,VENUS BAY,3956,27 CANTERBURY ROAD,VENUS BAY,3956,SOUTH GIPPSLAND SHIRE COUNCIL,VENUS BAY COMMUNITY CENTRE COMMITTEE OF MANAGEMENT,
31265019,BYO Permit,NEWTOWN PIZZA,1/337 PAKINGTON STREET,GEELONG,3220,1/337 PAKINGTON STREET,GEELONG,3220,GREATER GEELONG CITY COUNCIL,BIRCHWOOD GRANGE PTY LTD,
31265548,BYO Permit,THE ROSE CAFE KILMORE,87 POWLETT STREET,KILMORE,3764,87 POWLETT STREET,KILMORE,3764,MITCHELL SHIRE COUNCIL,SHORTCAL PTY LTD,
31266578,BYO Permit,WARRAGUL CHINESE TAKE-AWAY,5 MASON STREET,WARRAGUL,3820,5 MASON STREET,WARRAGUL,3820,BAW BAW SHIRE COUNCIL,JIAN LIU,
31266675,BYO Permit,TINGARA VIEW COTTAGES & TEA HOUSE,10 TINGARA CLOSE,YANAKIE,3960,10 TINGARA CLOSE,YANAKIE,3960,SOUTH GIPPSLAND SHIRE COUNCIL,GAIL MAREE BAXTER,
31267045,BYO Permit,CAFE MALDON,52 MAIN STREET,MALDON,3463,52 MAIN STREET,MALDON,3463,MOUNT ALEXANDER SHIRE COUNCIL,ALISHA BENNETT,
31267176,BYO Permit,MIA'S KITCHEN,42 GEORGE STREET,MOE,3825,42 GEORGE STREET,MOE,3825,LATROBE CITY COUNCIL,D. & M. DISISTO PTY LTD,
31267338,BYO Permit,DA' MENA'S PIZZA AND PASTA CAFE,4 FIREBRACE STREET,HORSHAM,3400,4 FIREBRACE STREET,HORSHAM,3400,HORSHAM RURAL CITY COUNCIL,ASIMINA CROOKS,
31268805,BYO Permit,BRERETONS BAKERY & COFFE LOUNGE,20 BLAKE STREET,NATHALIA,3638,20 BLAKE STREET,NATHALIA,3638,MOIRA SHIRE COUNCIL,BRERETONS BAKERY PTY LTD,
31268928,BYO Permit,GOLDEN UP CHINESE RESTAURANT,1231 HOWITT STREET,WENDOUREE,3355,1231 HOWITT STREET,WENDOUREE,3355,BALLARAT CITY COUNCIL,DAT THANH CO PTY LTD,
31269429,BYO Permit,WARUNG BALI,146A SHANNON AVENUE,GEELONG WEST,3218,PO BOX 7305,GEELONG WEST,3218,GREATER GEELONG CITY COUNCIL,MICHELLE UTOMO,
31269534,BYO Permit,KYNETON PIZZA & AMUSEMENT PARLOUR,40 HIGH STREET,KYNETON,3444,40 HIGH STREET,KYNETON,3444,MACEDON RANGES SHIRE COUNCIL,LUIGI MATRICARDI,
31269550,BYO Permit,THE OXLEY PANTRY,CNR GREEN & ELY STREETS,OXLEY,3678,CNR GREEN & ELY STREETS,OXLEY,3678,WANGARATTA RURAL CITY COUNCIL,THE OXLEY PANTRY PTY LTD,
31269908,BYO Permit,DE FAZIOS,250 WHALLEYS LANE,MYRTLEFORD,3737,250 WHALLEYS LANE,MYRTLEFORD,3737,ALPINE SHIRE COUNCIL,LEA DE FAZIO,
31270658,BYO Permit,DJ'S DINER,581 ESPLANADE,LAKES ENTRANCE,3909,581 ESPLANADE,LAKES ENTRANCE,3909,EAST GIPPSLAND SHIRE COUNCIL,SHAE PARKHILL,
31271086,BYO Permit,MINI GOLF SANCTUARY CAFE,64 SANCTUARY ROAD,LOCH SPORT,3851,PO BOX 145,LOCH SPORT,3851,WELLINGTON SHIRE COUNCIL,CHRISTINE ELLEN CATER,
31271094,BYO Permit,RAINBOW PALACE CHINESE RESTAURANT,64 COMMERCIAL STREET,KORUMBURRA,3950,64 COMMERCIAL STREET,KORUMBURRA,3950,SOUTH GIPPSLAND SHIRE COUNCIL,TOM WING KIN LIU,
31271387,BYO Permit,SIAMESE RESTAURANT,106-108 LAVA STREET,WARRNAMBOOL,3280,106-108 LAVA STREET,WARRNAMBOOL,3280,WARRNAMBOOL CITY COUNCIL,LARRY KNACKSTEDT,
31271777,BYO Permit,PARISH PERFUMERY,35 PRIMROSE STREET,VIOLET TOWN,3669,6 PINK STREET,VIOLET TOWN,3669,STRATHBOGIE SHIRE COUNCIL,HELEN LOUISE KEIGHERY,
31272090,BYO Permit,,1369 THORNTON TAGGERTY ROAD,THORNTON,3712,1369 THORNTON TAGGERTY ROAD,THORNTON,3712,MURRINDINDI SHIRE COUNCIL,SUE WORTHINGTON,
31272626,BYO Permit,MAXWELLS ON BENTINCK,49 BENTINCK STREET,PORTLAND,3305,1/297 HANLON PARADE,PORTLAND,3305,GLENELG SHIRE COUNCIL,DIANNA LEA EDWARDS,
31273240,BYO Permit,CUP AND GINO,19 PALMERSTON STREET,WARRAGUL,3820,C/- MR BEAT RUPP PO BOX 1404,WARRAGUL,3820,BAW BAW SHIRE COUNCIL,WARRAGUL HOSPITALITY PTY LTD,
31273436,BYO Permit,ESPLANADE CHICKEN ON CHARCOAL,SHOP 5 15-16 THE ESPLANADE,COWES,3922,P.O. BOX 620 15-16 THE ESPLANADE,COWES,3922,BASS COAST SHIRE COUNCIL,GLOBAL TRAINING SOLUTION PTY LTD,
31273559,BYO Permit,FAI THAI,143 MARINE PARADE,SAN REMO,3925,143 MARINE PARADE,SAN REMO,3925,BASS COAST SHIRE COUNCIL,SOPHAWAN PTY LTD,
31273892,BYO Permit,THE PACKING SHED @ LOVELL LANE,150 WOODS ROAD,MOOLAP,3221,150 WOODS ROAD,MOOLAP,3221,GREATER GEELONG CITY COUNCIL,LOVELL TECH DESIGN PTY LTD,
31273965,BYO Permit,,59 FIREBRACE STREET,HORSHAM,3400,59 FIREBRACE STREET,HORSHAM,3400,HORSHAM RURAL CITY COUNCIL,BRADLEY PETER KOENIG,
31274026,BYO Permit,HOME TASTE RESTAURANT,4/43 MONASH ROAD,NEWBOROUGH,3825,4/43 MONASH ROAD,NEWBOROUGH,3825,LATROBE CITY COUNCIL,TONY CHUN HEI LAU,
31274149,BYO Permit,THE CAROUSEL,1 EASTERN BEACH ROAD,GEELONG,3220,PO BOX 104,GEELONG,3220,GREATER GEELONG CITY COUNCIL,CITY OF GREATER GEELONG,
31274204,BYO Permit,LA RUSTICA PIZZA AND PASTA,SHOP 4- 29 HAMILTON STREET,GISBORNE,3437,SHOP 4- 29 HAMILTON STREET,GISBORNE,3437,MACEDON RANGES SHIRE COUNCIL,AKASHPREET SINGH PARMAR,
31274539,BYO Permit,BUTTERS CAFE OF BUXTON,11 PATAGORANG PLACE,BUXTON,3711,11 PATAGORANG PLACE,BUXTON,3711,MURRINDINDI SHIRE COUNCIL,MOON OVER BERRY ENTERPRISES PTY LTD,
31274597,BYO Permit,LAKES PIZZA,3/271 ESPLANADE,LAKES ENTRANCE,3909,3/271 ESPLANADE,LAKES ENTRANCE,3909,EAST GIPPSLAND SHIRE COUNCIL,ALIESHA JAY CARSTAIRS,
31274741,BYO Permit,CHURCHILL CHINESE RESTAURANT,SHOP 16 HAZELWOOD VILLAGE SHOPPING CENTRE,CHURCHILL,3842,SHOP 16 HAZELWOOD VILLAGE SHOPPING CENTRE,CHURCHILL,3842,LATROBE CITY COUNCIL,SUFANG LIU,
31274814,BYO Permit,FOSTER PLACE,17-21 FOSTER STREET,MAFFRA,3860,PO BOX 203,MAFFRA,3860,WELLINGTON SHIRE COUNCIL,GEORGE GRAY CENTRE INC,
31275153,BYO Permit,THE WOOLSHED,479 BERRY'S BEACH ROAD,PHILLIP ISLAND,3922,RMB 1125,PHILLIP ISLAND,3922,BASS COAST SHIRE COUNCIL,RUTH PARTRIDGE,
31275276,BYO Permit,THAI HOT ON WATSONS,54 WATSONS ROAD,NEWCOMB,3219,54 WATSONS ROAD,NEWCOMB,3219,GREATER GEELONG CITY COUNCIL,VIPARAT TANIS,
31275315,BYO Permit,ISLAND BURGERS,9 VISTA PLACE CAPE WOOLAMAI,PHILLIP ISLAND,3925,PO BOX 2039 CAPE WOOLAMAI,COWES,3922,BASS COAST SHIRE COUNCIL,VENUS IS A VIRGIN PTY LTD,
31275365,BYO Permit,JAVA @ YACK,10 HIGH STREET,YACKANDANDAH,3749,P O BOX 159,YACKANDANDAH,3749,INDIGO SHIRE COUNCIL,FRANCES ELIZABETH DRYDEN,
31275551,BYO Permit,.,SHOP 3 56-58 WARANGA DRIVE,KIALLA,3631,6 BOTANY CRESCENT 56-58 WARANGA DRIVE,SHEPPARTON,3630,GREATER SHEPPARTON CITY COUNCIL,ROCCO VARAPODIO,
31276078,BYO Permit,LEMONGRASS THAI CUISINE,31 HENTY STREET,PORTLAND,3305,31 HENTY STREET,PORTLAND,3305,GLENELG SHIRE COUNCIL,KINGJAN WILLIS,
31276117,BYO Permit,THAI BASIL,41 DARLOT ST,HORSHAM,3400,41 DARLOT ST,HORSHAM,3400,HORSHAM RURAL CITY COUNCIL,NUMFON DAUNGCHANA,
31276167,BYO Permit,MOTOFINISH,27 HIGH STREET,RUSHWORTH,3612,PO BOX 161,RUSHWORTH,3612,CAMPASPE SHIRE COUNCIL,FIONA MAY,
31276329,BYO Permit,,1095 MAIN SOUTH ROAD,DROUIN,3818,1095 MAIN SOUTH ROAD,DROUIN,3818,BAW BAW SHIRE COUNCIL,WENDY FRANCES BROOKS,
31276353,BYO Permit,LEMONGRASS THAI CUISINE COLAC,205 MURRAY STREET,COLAC,3250,205 MURRAY STREET,COLAC,3250,COLAC-OTWAY SHIRE COUNCIL,KEAWALIN SIMTARAKAO,
31276476,BYO Permit,THAI SALA PAVILLION RESTAURANT,626 STURT STREET,BALLARAT,3350,626 STURT STREET,BALLARAT,3350,BALLARAT CITY COUNCIL,BRANDON BROWN,
31276573,BYO Permit,DIVAS TANDOORI INDIAN RESTAURANT,27 BRIDGE STREET,KORUMBURRA,3950,27 BRIDGE STREET,KORUMBURRA,3950,SOUTH GIPPSLAND SHIRE COUNCIL,SHALINI GULATI,
31276638,BYO Permit,PINTO THAI CAFE,266 SHANNON AVENUE,GEELONG WEST,3218,266 SHANNON AVENUE,GEELONG WEST,3218,GREATER GEELONG CITY COUNCIL,THUNG-NGUEN BOONTHONG,
31276670,BYO Permit,BURNBRAE HOMESTEAD B&B,4977 HAMIILTON HIGHWAY,PENSHURST,3289,4977 HAMIILTON HIGHWAY,PENSHURST,3289,SOUTHERN GRAMPIANS SHIRE COUNCIL,ELIZABETH BYRON,
31276997,BYO Permit,KALASIN THAI RESTAURANT,284 HIGH STREET,NAGAMBIE,3608,284 HIGH STREET,NAGAMBIE,3608,STRATHBOGIE SHIRE COUNCIL,SOMBOON FAIRTHORNE,
31277008,BYO Permit,BROWN GRAIN,190 TIMOR STREET,WARRNAMBOOL,3280,190 TIMOR STREET,WARRNAMBOOL,3280,WARRNAMBOOL CITY COUNCIL,DANAI ADIREKCHOTIKUL,
31277171,BYO Permit,BAY CITY NOODLE AND CAFE,139 RYRIE STREET,GEELONG,3220,139 RYRIE STREET,GEELONG,3220,GREATER GEELONG CITY COUNCIL,BE PHAN,
31277189,BYO Permit,FU,SHOP 16 641-659 BELLARINE HIGHWAY,LEOPOLD,3224,SHOP 16 641-659 BELLARINE HIGHWAY,LEOPOLD,3224,GREATER GEELONG CITY COUNCIL,JUN YI WENG,
31277537,BYO Permit,HORSHAM MASALA INDIAN RESTAURANT,24 FIREBRACE STREET,HORSHAM,3400,24 FIREBRACE STREET,HORSHAM,3400,HORSHAM RURAL CITY COUNCIL,KULDEEP SINGH BHANDARI,
31277812,BYO Permit,PORTARLINGTON SENIOR CITIZENS CLUB,NEWCOMBE STREET,PORTARLINGTON,3223,NEWCOMBE STREET,PORTARLINGTON,3223,GREATER GEELONG CITY COUNCIL,PORTARLINGTON SENIOR CITIZENS CLUB INC,
31277820,BYO Permit,THE LAST STRAWBALE CAFE,24 KEPPEL STREET,SHEPPARTON,3630,24-26 KEPPEL STREET,SHEPPARTON,3630,GREATER SHEPPARTON CITY COUNCIL,JOHN ROLAND O'DONOGHUE,
31278004,BYO Permit,GOLDEN POINT CAFE,611 MAIN ROAD,BALLARAT,3350,611 MAIN ROAD,BALLARAT,3350,BALLARAT CITY COUNCIL,CHRISTINE MALLARD,
31278038,BYO Permit,BRIGHTON MOUNTAIN WANDERERS SKI CLUB,1 BREATHTAKER ROAD,MOUNT BULLER,3723,PO BOX 7088 ST KILDA ROAD,MELBOURNE,8004,MANSFIELD SHIRE COUNCIL,BRIGHTON MOUNTAIN WANDERERS SKI CLUB INC,
31278088,BYO Permit,TATURA GALLERY CAFE,115 HOGAN STREET,TATURA,3616,115 HOGAN STREET,TATURA,3616,GREATER SHEPPARTON CITY COUNCIL,KERRYN MAREE MOORE,
31278127,BYO Permit,AUTHENTIC THAI CUISINE LEMONGRASS PORT FAIRY,55 BANK STREET,PORT FAIRY,3284,55 BANK STREET,PORT FAIRY,3284,MOYNE SHIRE COUNCIL,MANDY MANTOVANI,
31278177,BYO Permit,MEDJIMURSKI CLUB MILDURA,461 DEAKIN AVENUE,MILDURA,3502,PO BOX 306,IRYMPLE,3498,MILDURA RURAL CITY COUNCIL,MEDJIMURSKI CLUB MILDURA INC,
31278208,BYO Permit,INDULGE ON VICTORIA,IB VICTORIA PARADE,WANGARATTA,3677,IB VICTORIA PARADE,WANGARATTA,3677,WANGARATTA RURAL CITY COUNCIL,BARRIE TWITCHETT,
31278258,BYO Permit,ROYAL INDIAN RESTAURANT,88 LITTLE MALOP STREET,GEELONG,3220,11 BIRDWELL DRIVE,CRANBOURNE EAST,3977,GREATER GEELONG CITY COUNCIL,BABA MAST RAM PTY LTD,
31278494,BYO Permit,LATROBE VALLEY BUS LINES,4-10 RYAN STREET,MORWELL,3840,PO BOX 390,MORWELL,3840,LATROBE CITY COUNCIL,LATROBE VALLEY BUS LINES PTY LTD,
31278509,BYO Permit,WODONGA ALBURY FIELD & GAME,KLINGS ROAD,WEST WODONGA,3689,P.O. BOX 732,WODONGA,3689,WODONGA CITY COUNCIL,WODONGA ALBURY FIELD & GAME INC,
31278517,BYO Permit,RAINBOW INN CHINESE RESTAURANT,35 PERRIN STREET,ROBINVALE,3549,35 PERRIN STREET,ROBINVALE,3549,SWAN HILL RURAL CITY COUNCIL,DEXIANG GUO,
31278630,BYO Permit,RAMMY DESSERT,94 NOLAN STREET,MARYBOROUGH,3465,94 NOLAN STREET,MARYBOROUGH,3465,CENTRAL GOLDFIELDS SHIRE COUNCIL,SINGH & ASSOCIATES PTY LTD,
31278672,BYO Permit,KONGOOLA SKI CLUB,1 GALLOWS COURT,HOTHAM HEIGHTS,3741,97 HUNT CRESCENT,CLARINDA,3169,ALPINE SHIRE COUNCIL,KONGOOLA SKI CLUB INC,
31278711,BYO Permit,FROGGY'S BISTRO,21 MYER STREET,LAKES ENTRANCE,3909,C/- HIBBERT & HODGES LAWYERS 271 ESPLANADE,LAKES ENTRANCE,3909,EAST GIPPSLAND SHIRE COUNCIL,JEAN PIERRE BADEY,
31278753,BYO Permit,,252 CAMPBELL STREET,SWAN HILL,3585,252 CAMPBELL STREET,SWAN HILL,3585,SWAN HILL RURAL CITY COUNCIL,JOHN BOURDAMIS,
31278800,BYO Permit,BAIRNSDALE SQUASH AND TABLE TENNIS CENTRE,BAIRNSDALE SQUASH & TABLE TENNIS CENTRE 64 GREAT ALPINE RD,LUCKNOW,3875,PO BOX 1963 64 GREAT ALPINE RD,BAIRNSDALE,3875,EAST GIPPSLAND SHIRE COUNCIL,LUCKNOW RECREATION RESERVE MANAGEMENT COMMITTEE INC,
31278842,BYO Permit,BELLBIRD PARK INDOOR CENTRE,SETTLEMENT ROAD,DROUIN,3818,2/24 MASON STREET,WARRAGUL,3820,BAW BAW SHIRE COUNCIL,DROUIN SQUASH CLUB INC,
